,SKU,Category,Price,Brand,Model,linkofproduct
62,Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart Android LED TV 65X7400H (Black) (2020 Model),Smart Televisions,"₹ 1,04,990.00",,,https://www.amazon.in/Sony-Bravia-inches-Android-65X7400H/dp/B08C85QQKV/ref=sr_1_53?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-53
63,Sanyo 164 cm (65 inches) Kaizen Series 4K Ultra HD Certified Android LED TV XT-65UHD4S (Black) (2020 Model),Smart Televisions,"₹ 57,999.00",,,https://www.amazon.in/Sanyo-inches-Certified-Android-XT-65UHD4S/dp/B08DS89961/ref=sr_1_49?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-49
64,LG 80 cms (32 Inches) HD Ready LED Smart TV 32LM560BPTC with IPS Display & WebOS (2019 Model),Smart Televisions,"₹ 15,999.00",,,https://www.amazon.in/LG-Inches-Ready-32LM560BPTC-Display/dp/B07TMFQMJC/ref=sr_1_50?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-50
65,LG 80 cms (32 inches) HD Ready Smart LED TV 32LM636BPTB (Dark Iron Gray) (2019 Model),Smart Televisions,"₹ 18,890.00",,,https://www.amazon.in/LG-inches-Ready-Smart-32LM636BPTB/dp/B07VL2WB4M/ref=sr_1_51?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-51
66,Sony Bravia 125.7 cm (50 inches) Full HD LED Smart TV KLV-50W672G (Black) (2019 Model),Smart Televisions,"₹ 51,140.00",,,https://www.amazon.in/Sony-Bravia-125-7-inches-KLV-50W672G/dp/B07TVMDNXD/ref=sr_1_52?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-52
67,Sony Bravia 108 cm (43 inches) Full HD LED Smart TV KLV-43W672G (Black),Smart Televisions,"₹ 40,910.00",,,https://www.amazon.in/Sony-Bravia-inches-KLV-43W672G-Headphones/dp/B07QC6YQ3L/ref=sr_1_53?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-53
68,Samsung 109 cm (43 inches) 4K Ultra HD Smart LED TV UA43TU7200KBXL (Titan Grey) (2020 Model),Smart Televisions,"₹ 40,999.00",,,https://www.amazon.in/Samsung-inches-Ultra-Smart-UA43TU7200KBXL/dp/B08CF7F1MS/ref=sr_1_54?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-54
69,LG 108 cms (43 inches) 4K Ultra HD Smart LED TV 43UM7780PTA | With Built-in Alexa (Ceramic Black) (2019 Model),Smart Televisions,"₹ 41,899.00",,,https://www.amazon.in/LG-inches-43UM7780PTA-Built-Ceramic/dp/B07WMC1TSF/ref=sr_1_55?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-55
70,Samsung 80 cm (32 inches) HD Ready Smart LED TV UA32T4310AKXXL (Glossy Black) (2020 Model),Smart Televisions,"₹ 17,299.00",,,https://www.amazon.in/Samsung-inches-Ready-UA32T4310AKXXL-Glossy/dp/B0856VKZT1/ref=sr_1_56?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-56
71,Vu 108 cm (43 inches) 4K Ultra HD Cinema Android Smart LED TV 43CA (Black) | With 40W Front Soundbar,Smart Televisions,"₹ 35,490.00",,,https://www.amazon.in/inches-Cinema-Android-43CA-Soundbar/dp/B083P487R2/ref=sr_1_57?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-57
72,TCL 100 cm (40 inches) Full HD Certified Android Smart LED TV 40S6500FS (Black) (2020 Model),Smart Televisions,"₹ 17,999.00",,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_electronics_sr_pg3_1?ie=UTF8&adId=A06063853W2LSF5N2YVLK&url=%2FTCL-100-3cm-inches-Android-Smart%2Fdp%2FB07KCCWJTP%2Fref%3Dsr_1_58_sspa%3Fdchild%3D1%26fst%3Das%253Aoff%26qid%3D1604444522%26rnid%3D1389396031%26s%3Delectronics%26sr%3D1-58-spons%26psc%3D1&qualifier=1604444535&id=4146947728222964&widgetName=sp_mtf_browse
73,Hisense 108 cm (43 inches) Full HD Smart Certified Android LED TV 43A56E (Black) (2020 Model),Smart Televisions,"₹ 22,480.00",,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_electronics_sr_pg3_1?ie=UTF8&adId=A06707762ZSI7DNP45Z4Z&url=%2FHisense-inches-Certified-Android-43A56E%2Fdp%2FB08BXZ5XWX%2Fref%3Dsr_1_59_sspa%3Fdchild%3D1%26fst%3Das%253Aoff%26qid%3D1604444522%26rnid%3D1389396031%26s%3Delectronics%26sr%3D1-59-spons%26psc%3D1&qualifier=1604444535&id=4146947728222964&widgetName=sp_mtf_browse
74,Samsung 109 cm (43 inches) 4K Ultra HD Smart LED TV UA43TU8000KBXL (Black) (2020 Model),Smart Televisions,"₹ 42,490.00",,,https://www.amazon.in/Samsung-inches-Ultra-Smart-UA43TU8000KBXL/dp/B08CF5QT26/ref=sr_1_60?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-60
75,Sony Bravia 108 cm (43 inches) Full HD Smart LED TV 43W6600 (Black) (2020 Model),Smart Televisions,"₹ 38,940.00",,,https://www.amazon.in/Sony-Bravia-inches-Smart-43W6600/dp/B084T8LVPV/ref=sr_1_61?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-61
76,Samsung 80 cm (32 inches) HD Ready Smart LED TV UA32T4350AKXXL (Glossy Black) (2020 Model),Smart Televisions,"₹ 17,788.00",,,https://www.amazon.in/Samsung-inches-Ready-UA32T4350AKXXL-Glossy/dp/B0856SSZH3/ref=sr_1_62?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-62
77,TCL 81.3 cm (32 inches) S6500 Series 32S6500S HD Ready LED Smart TV (Black),Smart Televisions,"₹ 13,990.00",,,https://www.amazon.in/TCL-79-97cm-inches-Ready-Android/dp/B07MD8RJW3/ref=sr_1_63?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-63
78,Sony Bravia 139 cm (55 inches) 4K Ultra HD Smart Certified Android LED TV 55X9000H (Black) (2020 Model),Smart Televisions,"₹ 1,01,990.00",,,https://www.amazon.in/Sony-Bravia-Certified-Android-55X9000H/dp/B08FTYYFW5/ref=sr_1_64?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-64
79,Sony Bravia 123 cm (49 Inches) Full HD Certified Android Smart LED TV KDL-49W800G (Black) (2019 Model),Smart Televisions,"₹ 55,791.00",,,https://www.amazon.in/Sony-Bravia-Certified-Android-KDL-49W800G/dp/B07WNHCTBC/ref=sr_1_65?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-65
80,Samsung The Serif Series 138 cm (55 inches) 4K Ultra HD Smart QLED TV QA55LS01TAKXXL (Cloud White) (2020 Model),Smart Televisions,"₹ 99,900.00",,,https://www.amazon.in/Samsung-Serif-inches-Ultra-QA55LS01TAKXXL/dp/B087FMTY3R/ref=sr_1_66?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-66
81,Samsung 108 cm (43 inches) Full HD LED Smart TV UA43T5310AKXXL (Glossy Black) (2020 Model),Smart Televisions,"₹ 34,999.00",,,https://www.amazon.in/Samsung-inches-Smart-UA43T5310AKXXL-Glossy/dp/B0856T9D5N/ref=sr_1_67?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-67
82,TCL 138.7 cm (55 inches) 4K Ultra HD Certified Android Smart QLED TV 55C715 (Metallic Black) (2020 Model) |with Voice Control,Smart Televisions,"₹ 56,999.00",,,https://www.amazon.in/TCL-Certified-Android-55C715-Metallic/dp/B08B24LVPK/ref=sr_1_68?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-68
83,Sony Bravia 164 cm (65 inches) 4K Ultra HD Certified Android LED TV 65X8000H (Black) (2020 Model),Smart Televisions,"₹ 1,23,490.00",,,https://www.amazon.in/Sony-Bravia-Certified-Android-65X8000H/dp/B084T979K1/ref=sr_1_69?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-69
84,TCL 163.9 cm (65 inches) 4K Ultra HD Certified Android Smart QLED TV 65C715 (Metallic Black) (2020 Model) | with Voice Control,Smart Televisions,"₹ 78,490.00",,,https://www.amazon.in/TCL-Certified-Android-65C715-Metallic/dp/B08B2499PK/ref=sr_1_70?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-70
85,Samsung The Serif Series 108 cm (43 inches) 4K Ultra HD Smart QLED TV QA43LS01TAKXXL (Cloud White) (2020 Model),Smart Televisions,"₹ 64,990.00",,,https://www.amazon.in/Samsung-Serif-inches-Ultra-QA43LS01TAKXXL/dp/B086WPNHN6/ref=sr_1_71?dchild=1&fst=as%3Aoff&qid=1604444522&rnid=1389396031&s=electronics&sr=1-71
86,CloudWalker 165 cm (65 Inches) 4K Ultra HD Smart LED Screen 65SUA7 (Black) with Keyboard & Mouse,Smart Televisions,"₹ 47,490.00",,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_browse_electronics_sr_pg3_1?ie=UTF8&adId=A05047861QNLBEO0J5G8I&url=%2FCloudWalker-Inches-Ultra-Screen-65SUA7%2Fdp%2FB08135V1SS%2Fref%3Dsr_1_72_sspa%3Fdchild%3D1%26fst%3Das%253Aoff%26qid%3D1604444522%26rnid%3D1389396031%26s%3Delectronics%26sr%3D1-72-spons%26psc%3D1&qualifier=1604444535&id=4146947728222964&widgetName=sp_btf_browse
87,OnePlus Y Series 80 cm (32 inches) HD Ready LED Smart Android TV 32Y1 (Black) (2020 Model),Smart Televisions,"₹ 13,990.00",,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_electronics_sr_pg4_1?ie=UTF8&adId=A08805473Q8ZCGCAGSKOP&url=%2FOnePlus-inches-Ready-Android-32Y1%2Fdp%2FB08B42LWKN%2Fref%3Dsr_1_73_sspa%3Fdchild%3D1%26fst%3Das%253Aoff%26qid%3D1604444535%26rnid%3D1389396031%26s%3Delectronics%26sr%3D1-73-spons%26psc%3D1&qualifier=1604444540&id=4440553845063597&widgetName=sp_atf_browse
88,TCL 138.78 cm (55 inches)  AI 4K UHD Certified Android Smart LED TV 55P8 (Black) (2019 Model),Smart Televisions,"₹ 34,999.00",,,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_electronics_sr_pg4_1?ie=UTF8&adId=A005130611EOM9G22AGU7&url=%2FTCL-138-78-Certified-Android-55P8%2Fdp%2FB07TMRFDP8%2Fref%3Dsr_1_74_sspa%3Fdchild%3D1%26fst%3Das%253Aoff%26qid%3D1604444535%26rnid%3D1389396031%26s%3Delectronics%26sr%3D1-74-spons%26psc%3D1&qualifier=1604444540&id=4440553845063597&widgetName=sp_atf_browse
89,"Croma 80 cm (32 Inches) HD Ready Smart Android Based LED TV (CREL7363, Black) (2020 Model)",Smart Televisions,,,,https://www.amazon.in/Croma-Inches-Ready-Android-CREL7363/dp/B08F9V64V8/ref=sr_1_75?dchild=1&fst=as%3Aoff&qid=1604444535&rnid=1389396031&s=electronics&sr=1-75
90,TCL 164 cm (65 inches)  AI 4K Ultra HD Certified Android Smart LED TV 65P715 (Sliver) (2020 Model),Smart Televisions,"₹ 62,999.00",,,https://www.amazon.in/TCL-inches-Certified-Android-65P715/dp/B08BS92J5P/ref=sr_1_76?dchild=1&fst=as%3Aoff&qid=1604444535&rnid=1389396031&s=electronics&sr=1-76
91,Kevin 124 cm (49 inches) 4K Ultra HD Smart LED TV KN49UHD-PRO (Black) (2019 Model),Smart Televisions,"₹ 27,999.00",,,https://www.amazon.in/Kevin-inches-Smart-KN49UHD-PRO-Black/dp/B07LC7TYVX/ref=sr_1_77?dchild=1&fst=as%3Aoff&qid=1604444535&rnid=1389396031&s=electronics&sr=1-77
